AUC;McFadden_R2;Accuracy_05;Sensitivity_05;Specificity_05;Accuracy_opt;Sensitivity_opt;Specificity_opt;Optimal_Threshold
0.654836279238053;0.0441763825395702;0.949109815660942;0;1;0.790924846384119;0.486068111455108;0.807270916334661;0.0642555614004391
